As of Date,Fund Name,Donor Name,Donor Country Code,Receipt Type,Receipt Quarter,Calendar Year,Receipt Currency,Receipt Amount,Contribution Type,Sub Account,Amount in USD,Sector/Theme
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2003,USD,349604.02,Grant,GF03,349604.02,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,JAN-MAR,2003,DKK,65210000,Grant,GF03,9495449.58,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,JAN-MAR,2003,EUR,3364000,Grant,GF03,3637829.6,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2003,EUR,258228.45,Grant,GF02,276937.1,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2003,EUR,12136737.13,Grant,GF02,13016043.74,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,JAN-MAR,2003,NOK,57080000,Grant,GF03,7802836,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,JAN-MAR,2003,XDR,1000000,Grant,GF03,1363920,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2003,USD,107500000,Grant,GF03,107500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2003,USD,39351752,Grant,GF02,39351752,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,JAN-MAR,2003,NZD,3033750,Grant,GF03,1670231.06,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,JAN-MAR,2003,XDR,1000000,Grant,GF03,1363920,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,JAN-MAR,2003,XDR,1000000,Grant,GF03,1363920,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,JAN-MAR,2003,XDR,1000000,Grant,GF03,1363920,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,JAN-MAR,2003,XDR,1000000,Grant,GF03,1363920,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,APR-JUN,2003,EUR,41000000,Grant,GF03,44047940,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,APR-JUN,2003,USD,73416561,Grant,GF03,73416561,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2003,CAD,39735000,Grant,GF03,26892648,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,APR-JUN,2003,USD,2340000,Grant,GF03,2340000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,APR-JUN,2003,SEK,191167500,Grant,GF03,22823487.83,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,APR-JUN,2003,SEK,191167500,Grant,GF03,22823487.83,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,APR-JUN,2003,SEK,191167500,Grant,GF03,22823487.83,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,APR-JUN,2003,SEK,191167500,Grant,GF03,22823487.83,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,APR-JUN,2003,JPY,12188582500,Grant,GF03,1025059.79,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,APR-JUN,2003,AUD,17040000,Grant,GF03,10540092,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,APR-JUN,2003,EUR,1432500,Grant,GF03,1667430,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,APR-JUN,2003,EUR,36500,Grant,GF03,42486,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,APR-JUN,2003,EUR,1432500,Grant,GF03,1676025,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,APR-JUN,2003,EUR,90,Grant,GF03,105.3,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,APR-JUN,2003,INR,106597500,Grant,GF03,2287990.99,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,APR-JUN,2003,USD,550294,Grant,GF03,550294,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,APR-JUN,2003,USD,952403,Grant,GF03,952403,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,JUL-SEP,2003,GBP,29457500,Grant,GF03,48607820.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JUL-SEP,2003,EUR,1432500,Grant,GF03,1622091.38,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,JUL-SEP,2003,CHF,24767500,Grant,GF03,18035693.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,JUL-SEP,2003,EUR,6095000,Grant,GF03,6692310,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,JUL-SEP,2003,EUR,10494996.29,Grant,GF03,11844652.81,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,JUL-SEP,2003,EUR,7358000,Grant,GF03,8602973.6,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2003,CHF,24767500,Grant,GF03,18342810.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,OCT-DEC,2003,DKK,65210000,Grant,GF03,10601200.74,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,2003,USD,1423630,Grant,GF03,1423630,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,2003,USD,2415000,Grant,GF03,2415000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,OCT-DEC,2003,EUR,1432500,Grant,GF03,1711192.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,OCT-DEC,2003,EUR,1432500,Grant,GF03,1711192.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2003,NOK,57080000,Grant,GF03,8361649.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,2003,XDR,1000000,Grant,GF03,1445550,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2003,EUR,1396000,Grant,GF03,1700607.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2003,EUR,24000,Grant,GF03,29236.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,OCT-DEC,2003,USD,73416561,Grant,GF03,73416561,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2003,AUD,17040000,Grant,GF03,12605340,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2003,EUR,6095000,Grant,GF03,7260364,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JUL-SEP,2003,EUR,90,Grant,GF03,101.91,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,JAN-MAR,2004,EUR,1000000,Grant,GF03,1277499.99,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,JAN-MAR,2004,JPY,12188582500,Grant,GF03,1139632.46,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,JAN-MAR,2004,NZD,3033750,Grant,GF03,1989684.94,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Cash,JAN-MAR,2004,EUR,7223333,Grant,GF03,8942702.95,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,2004,INR,106597500,Grant,GF03,2351588.35,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JAN-MAR,2004,EUR,1432590,Grant,GF03,1783359.66,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2004,USD,365514.67,Grant,GF03,365514.67,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,JAN-MAR,2004,EUR,41000000,Grant,GF03,52529200,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Egypt, Arab Republic of",EG,Cash,JAN-MAR,2004,USD,169501,Grant,GF01,169501,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Egypt, Arab Republic of",EG,Cash,JAN-MAR,2004,USD,535524,Grant,GF01,535524,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Cash,JAN-MAR,2004,USD,2999970,Grant,GF03,2999970,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2004,XDR,15597500,Grant,GF03,23090071.08,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,JAN-MAR,2004,USD,1109000,Grant,GF03,1109000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,JAN-MAR,2004,USD,1398554,Grant,GF03,1398554,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2004,EUR,6326597.01,Grant,GF02,7726989.26,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2004,EUR,6068368.57,Grant,GF02,7411601.95,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2004,USD,30918484,Grant,GF02,30918484,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2004,USD,107500000,Grant,GF03,107500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2004,CAD,39735000,Grant,GF03,30280056.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,2004,GBP,29457500,Grant,GF03,52589001.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Nigeria,NG,Cash,APR-JUN,2004,USD,1439700,Grant,GF03,1439700,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,2004,XDR,15597500,Grant,GF03,22458216.35,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,APR-JUN,2004,XDR,1000000,Grant,GF03,1462210,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,APR-JUN,2004,XDR,1000000,Grant,GF03,1462210,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,JUL-SEP,2004,EUR,432410,Grant,GF03,531734.58,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,JUL-SEP,2004,EUR,7989000,Grant,GF03,9665092.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2004,EUR,1408500,Grant,GF03,1775738.21,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,OCT-DEC,2004,EUR,10495000,Grant,GF03,13613064.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2004,AUD,17040000,Grant,GF03,12756144,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,OCT-DEC,2004,DKK,65210000,Grant,GF03,11381446.9,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,2004,USD,2377500,Grant,GF03,2377500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,2004,NZD,3033750,Grant,GF03,2170193.06,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,2004,USD,1518580,Grant,GF03,1518580,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,OCT-DEC,2004,JPY,12188582500,Grant,GF03,1184730.22,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2004,EUR,6095000,Grant,GF03,8078617.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2004,CHF,24767500,Grant,GF03,21644318.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,OCT-DEC,2004,USD,73416561,Grant,GF03,73416561,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,OCT-DEC,2004,INR,106597500,Grant,GF03,2452772.66,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2004,NOK,57080000,Grant,GF03,9323447.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,JAN-MAR,2005,XDR,1000000,Grant,GF03,1548990,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2005,XDR,15597500,Grant,GF03,23768562.33,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,JAN-MAR,2005,XDR,1000000,Grant,GF03,1521690,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,JAN-MAR,2005,EUR,1432500,Grant,GF03,1873137,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JAN-MAR,2005,EUR,1432590,Grant,GF03,1831709.57,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2005,EUR,12394965.58,Grant,GF02,15848202.99,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Cash,JAN-MAR,2005,EUR,7223333,Grant,GF03,9547801.56,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,JAN-MAR,2005,EUR,41000000,Grant,GF03,53984700,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2005,USD,380967,Grant,GF03,380967,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2005,USD,106640000,Grant,GF03,106640000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2005,CAD,39735000,Grant,GF03,32583097.35,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,2005,GBP,29457500,Grant,GF03,55982505.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,APR-JUN,2005,USD,1109000,Grant,GF03,1109000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,APR-JUN,2005,XDR,1000000,Grant,GF02,1481950,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,JUL-SEP,2005,EUR,1432500,Grant,GF03,1772074.13,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,JUL-SEP,2005,USD,968947,Grant,GF03,968947,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JUL-SEP,2005,EUR,89175000,Grant,GF03,110492283.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Cash,OCT-DEC,2005,EUR,7223333,Grant,GF03,8679195.77,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,2005,EUR,56150,Grant,GF03,67043.1,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,OCT-DEC,2005,DKK,65210000,Grant,GF03,10225009.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,2005,XDR,1000000,Grant,GF03,1423990,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2005,AUD,17040000,Grant,GF03,12457944,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2005,EUR,1432500,Grant,GF03,1687341.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,2005,EUR,6986850,Grant,GF03,8229810.61,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,2005,USD,1424690,Grant,GF03,1424690,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,2005,USD,2377500,Grant,GF03,2377500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,OCT-DEC,2005,EUR,1432590,Grant,GF03,1693249.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2005,EUR,6095000,Grant,GF03,7203985.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,OCT-DEC,2005,JPY,12188582500,Grant,GF03,1011652.35,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2005,NOK,57080000,Grant,GF03,8587686,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,OCT-DEC,2005,EUR,1432500,Grant,GF03,1717209.38,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,2005,NZD,3033750,Grant,GF03,2086916.63,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,JAN-MAR,2006,USD,73416562,Grant,GF03,73416562,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2006,XDR,15597500,Grant,GF03,22524037.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,JAN-MAR,2006,EUR,10494996.29,Grant,GF03,12677955.52,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,JAN-MAR,2006,CHF,24767500,Grant,GF03,19308247.65,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2006,USD,361962.5,Grant,GF03,361962.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,JAN-MAR,2006,CAD,30583566,Grant,GF03,26637368.48,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,2006,INR,106597500,Grant,GF03,2396526.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,JAN-MAR,2006,USD,1109000,Grant,GF03,1109000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2006,EUR,29725000,Grant,GF03,35237501.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2006,USD,860000,Grant,GF03,860000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2006,USD,78340000,Grant,GF03,78340000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,APR-JUN,2006,EUR,41000000,Grant,GF03,51516500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,2006,GBP,29457500,Grant,GF03,52575746,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2006,CAD,9151434,Grant,GF03,8133520,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,APR-JUN,2006,EUR,1432500,Grant,GF03,1836035.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,APR-JUN,2006,EUR,876000,Grant,GF03,1102358.4,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,JUL-SEP,2006,XDR,1000000,Grant,GF03,1484470,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,OCT-DEC,2006,EUR,10495000,Grant,GF03,13940508.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2006,AUD,14950000,Grant,GF04,11751447.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2006,NOK,57080000,Grant,GF04,9279495.6,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,2006,USD,1500000,Grant,GF04,1500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,2006,EUR,7780000,Grant,GF04,10324526.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,OCT-DEC,2006,EUR,1432500,Grant,GF04,1901013.45,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,JAN-MAR,2007,DKK,77500000,Grant,GF04,13609145.35,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,JAN-MAR,2007,CZK,35722500,Grant,GF04,1671619.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Egypt, Arab Republic of",EG,Cash,JAN-MAR,2007,USD,96166.28,Grant,GF01,96166.28,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Egypt, Arab Republic of",EG,Cash,JAN-MAR,2007,USD,703827,Grant,GF01,703827,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Egypt, Arab Republic of",EG,Cash,JAN-MAR,2007,USD,799993,Grant,GF01,799993,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,JAN-MAR,2007,EUR,1469000,Grant,GF04,1902648.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Cash,JAN-MAR,2007,EUR,4627500,Grant,GF04,5993538,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,JAN-MAR,2007,NZD,2100000,Grant,GF04,1475250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2007,EUR,1197500,Grant,GF04,1555552.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,JAN-MAR,2007,USD,1033186.74,Grant,GF04,1033186.74,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,JAN-MAR,2007,CZK,107171500,Grant,GF04,4909367.84,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Cash,JAN-MAR,2007,EUR,13882500,Grant,GF04,17994496.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2007,SEK,212500000,Grant,GF04,30145250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2007,SEK,212500000,Grant,GF04,30145250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2007,SEK,212500000,Grant,GF04,30145250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2007,SEK,212500000,Grant,GF04,30145250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,JAN-MAR,2007,EUR,1197500,Grant,GF04,1582675.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,JAN-MAR,2007,JPY,8421992500,Grant,GF04,705762.97,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,JAN-MAR,2007,USD,69365750,Grant,GF04,69365750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,APR-JUN,2007,USD,2377500,Grant,GF04,2377500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,APR-JUN,2007,INR,99450000,Grant,GF04,2303149.61,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,APR-JUN,2007,MXN,14460000,Grant,GF04,1333210.4,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,APR-JUN,2007,XDR,1000000,Grant,GF04,1518080,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,JUL-SEP,2007,EUR,11544995.51,Grant,GF04,15570735.44,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,2007,USD,1299980,Grant,GF04,1299980,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,2007,USD,2377500,Grant,GF04,2377500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,OCT-DEC,2007,DKK,77500000,Grant,GF04,15426262.47,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,2007,NZD,2100000,Grant,GF04,1605870,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2007,CHF,22000000,Grant,GF04,19605300,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,2007,XDR,1000000,Grant,GF04,1589750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,OCT-DEC,2007,USD,69365750,Grant,GF04,69365750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2007,EUR,6095000,Grant,GF04,8978849.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,APR-JUN,2008,ZAR,8000000,Grant,GF04,989486.7,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,APR-JUN,2008,ZAR,1000000,Grant,GF04,123685.84,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JUL-SEP,2007,EUR,1432500,Grant,GF04,1933516.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JUL-SEP,2007,EUR,90,Grant,GF04,121.48,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,JUL-SEP,2007,GBP,35000000,Grant,GF04,70792750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2007,EUR,1420000,Grant,GF04,2078028,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,2007,EUR,7780000,Grant,GF04,11466942,Environment/Climate Change
