As of Date,Fund Name,Donor Name,Donor Country Code,Receipt Type,Receipt Quarter,Calendar Year,Receipt Currency,Receipt Amount,Contribution Type,Sub Account,Amount in USD,Sector/Theme
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JAN-MAR,1995,EUR,1112654.5,Grant,GF01,1112654.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,APR-JUN,1999,EUR,1112654.5,Grant,GF01,1167953.43,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,APR-JUN,1999,EUR,1112654.5,Grant,GF01,1167953.43,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,APR-JUN,1999,EUR,1112654.5,Grant,GF01,1167953.43,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Cash,APR-JUN,1995,SEK,112510000,Grant,GF01,112510000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Cash,APR-JUN,1995,SEK,112510000,Grant,GF01,112510000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Cash,JAN-MAR,1996,SEK,112510000,Grant,GF01,112510000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Cash,JAN-MAR,1997,SEK,15720000,Grant,GF01,2054289.6,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovak Republic,SK,Cash,JAN-MAR,1996,USD,1414015,Grant,GF01,1414015,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovak Republic,SK,Cash,JAN-MAR,1996,USD,1414015,Grant,GF01,1414015,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovak Republic,SK,Cash,OCT-DEC,1996,USD,1460657,Grant,GF01,1460657,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovak Republic,SK,Cash,OCT-DEC,1997,USD,1369096,Grant,GF01,1369096,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,JUL-SEP,1995,XDR,1000000,Grant,GF01,1000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,APR-JUN,1999,XDR,1000000,Grant,GF01,1350050,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,APR-JUN,1999,XDR,1000000,Grant,GF01,1350050,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,APR-JUN,1999,XDR,1000000,Grant,GF01,1350050,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,120000000,Grant,GF01,120000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,25000000,Grant,GF01,25000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,35000000,Grant,GF01,35000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,1996,USD,35000000,Grant,GF01,35000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,80833333,Grant,GF01,80833333,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,22500000,Grant,GF01,22500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,19166667,Grant,GF01,19166667,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,1999,USD,67500000,Grant,GF01,67500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,APR-JUN,1999,AUD,10817500,Grant,GF02,7190392.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,JAN-MAR,1999,EUR,7736075.2,Grant,GF02,8951799.42,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,1999,CAD,30000000,Grant,GF02,20552100,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,APR-JUN,1999,CHF,16095000,Grant,GF02,10578760.65,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,APR-JUN,1999,XDR,1000000,Grant,GF02,1350050,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,1998,USD,1711206,Grant,GF02,1711206,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,1998,USD,1408180,Grant,GF02,1408180,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,APR-JUN,1999,EUR,49748700.04,Grant,GF02,51258573.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,JAN-MAR,1998,EUR,6643423.09,Grant,GF02,6643423.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,1998,EUR,3195570.6,Grant,GF02,3688167.81,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,1999,GBP,21312500,Grant,GF02,34256646.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,JAN-MAR,1999,GRD,382925000,Grant,GF02,13747.01,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,JAN-MAR,1999,EUR,539638.68,Grant,GF02,634480.18,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,1999,INR,80957500,Grant,GF02,1905739.55,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,APR-JUN,1999,JPY,12188582500,Grant,GF02,1029935.22,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,1998,KRW,630000000,Grant,GF02,5229,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,1999,XDR,3315625,Grant,GF02,4476259.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,1999,XDR,3315625,Grant,GF02,4476259.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,1999,XDR,3315625,Grant,GF02,4476259.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,1999,XDR,3315625,Grant,GF02,4476259.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,APR-JUN,1999,NOK,57080000,Grant,GF02,7309094,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,APR-JUN,1999,NZD,2077500,Grant,GF02,1123719.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,APR-JUN,1999,EUR,1225496.56,Grant,GF02,1286403.74,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,OCT-DEC,1998,USD,456436,Grant,GF02,456436,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,APR-JUN,1999,XDR,1000000,Grant,GF02,1350050,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,OCT-DEC,1994,XDR,42826000,Grant,GF01,42826000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,APR-JUN,1999,XDR,42824000,Grant,GF01,57814541.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,APR-JUN,1999,XDR,42824000,Grant,GF01,57814541.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,APR-JUN,1999,XDR,42826000,Grant,GF01,57817241.3,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,APR-JUN,1999,USD,1325250,Grant,GF02,1325250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JUL-SEP,1999,EUR,20632775.89,Grant,GF01,22017235.15,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JUL-SEP,1999,EUR,20632872.74,Grant,GF01,22017338.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JUL-SEP,1999,EUR,20632872.74,Grant,GF01,22017338.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Egypt, Arab Republic of",EG,Cash,JUL-SEP,1999,EGP,1700000,Grant,GF01,4985250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,JUL-SEP,1999,EUR,4199399.72,Grant,GF02,4531572.24,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,JUL-SEP,1999,EUR,0.01,Grant,GF02,0.01,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Argentina,AR,Cash,JUL-SEP,1999,USD,246350,Grant,GF01,246350,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,JUL-SEP,1999,EUR,1241750,Grant,GF02,1296449.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,1999,KRW,630000000,Grant,GF02,5166,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,OCT-DEC,1999,USD,463764,Grant,GF02,463764,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Note,OCT-DEC,1999,DKK,48290000,Grant,GF02,6837864,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,OCT-DEC,1999,EUR,1225496.55,Grant,GF02,1275803.18,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Note,APR-JUN,2000,EUR,3701723.7,Grant,GF02,3554950.36,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,1999,USD,1372940,Grant,GF02,1372940,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,1999,CHF,16095000,Grant,GF02,10123915.95,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,1999,XDR,1000000,Grant,GF02,1369630,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,1999,FIM,18999999.98,Grant,GF02,3246910,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,OCT-DEC,1999,XDR,1000000,Grant,GF02,1372940,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Argentina,AR,Cash,OCT-DEC,1999,USD,253650,Grant,GF01,253650,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,OCT-DEC,1999,GRD,382925000,Grant,GF02,11794.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,1999,NZD,2077500,Grant,GF02,1066588.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,JAN-MAR,2000,NOK,57080000,Grant,GF02,7112168,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,2000,USD,1853422.62,Grant,GF02,1853422.62,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2000,SEK,224035000,Grant,GF02,25667689.95,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2000,SEK,112017500,Grant,GF02,12833844.98,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Sweden,SE,Note,JAN-MAR,2000,SEK,112017500,Grant,GF02,12833844.98,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,1999,USD,1668122.1,Grant,GF02,1668122.1,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,2000,GBP,21312500,Grant,GF02,33698259.38,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,1999,FIM,11000000,Grant,GF02,1879790,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,APR-JUN,2000,JPY,12188582500,Grant,GF02,1148164.47,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,2000,USD,10800000,Grant,GF02,10800000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,2000,USD,25000000,Grant,GF01,25000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,2000,XDR,3315625,Grant,GF02,4366280.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,2000,XDR,3315625,Grant,GF02,4366280.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,2000,XDR,3315625,Grant,GF02,4366280.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,APR-JUN,2000,XDR,3315625,Grant,GF02,4366280.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,APR-JUN,2000,EUR,4199399.71,Grant,GF02,3747754.27,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,APR-JUN,2000,AUD,10817500,Grant,GF02,6360149.13,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,APR-JUN,2000,EUR,1241750,Grant,GF02,1108075.61,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2000,CAD,30000000,Grant,GF02,20053500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,APR-JUN,2000,ITL,10000000000,Grant,GF02,47000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Note,APR-JUN,2000,EUR,32875630.57,Grant,GF02,29578204.82,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,JAN-MAR,2000,IEP,1175000,Grant,GF02,1437119,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,APR-JUN,2000,EUR,49748700.04,Grant,GF02,47920435.31,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,APR-JUN,2000,BEF,312072500,Grant,GF02,74554.12,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,JUL-SEP,2000,USD,1325250,Grant,GF02,1325250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Argentina,AR,Cash,JUL-SEP,2000,USD,500000,Grant,GF01,500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,OCT-DEC,2000,USD,430533,Grant,GF02,430533,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Note,OCT-DEC,2000,EUR,32875630.57,Grant,GF02,27464301.78,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Note,OCT-DEC,2000,DKK,48290000,Grant,GF02,5513269.3,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,2000,NZD,2077500,Grant,GF02,832765.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,OCT-DEC,2000,GBP,21312500,Grant,GF02,30173171.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,OCT-DEC,2000,EUR,49748700.04,Grant,GF02,42458028.05,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2000,CHF,16095000,Grant,GF02,8937392.55,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,2000,USD,1275300,Grant,GF02,1275300,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,2000,USD,1557994.5,Grant,GF02,1557994.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2000,EUR,4199399.72,Grant,GF02,3573479.19,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,2000,XDR,1000000,Grant,GF02,1276270,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,OCT-DEC,2000,EUR,1225496.55,Grant,GF02,1042836.29,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,OCT-DEC,2000,GRD,382925000,Grant,GF02,9573.13,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2000,AUD,10817500,Grant,GF02,5671074.38,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2000,NOK,57080000,Grant,GF02,6139524.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2000,IEP,1100000,Grant,GF02,1199704,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,OCT-DEC,2000,EUR,1241750,Grant,GF02,1101370.16,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,2000,KRW,630000000,Grant,GF02,5229,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Note,OCT-DEC,2000,DKK,48290000,Grant,GF02,5725745.3,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,OCT-DEC,2000,JPY,12188582500,Grant,GF02,1082346.13,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Note,OCT-DEC,2000,EUR,3701723.7,Grant,GF02,3322482.11,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Note,JAN-MAR,2001,EUR,3701723.7,Grant,GF02,3473697.52,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Spain,ES,Note,JAN-MAR,2001,EUR,3701723.71,Grant,GF02,3473697.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2001,XDR,3315625,Grant,GF02,4300465.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2001,XDR,3315625,Grant,GF02,4300465.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2001,XDR,3315625,Grant,GF02,4300465.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JAN-MAR,2001,XDR,3315625,Grant,GF02,4300465.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,2001,USD,1744773.71,Grant,GF02,1744773.71,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,JAN-MAR,2001,XDR,1000000,Grant,GF02,1297790,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,JAN-MAR,2001,XDR,1000000,Grant,GF02,1297790,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Pakistan,PK,Note,JAN-MAR,2001,XDR,1000000,Grant,GF02,1297790,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2001,ITL,26000000000,Grant,GF02,127400,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2001,USD,107762400,Grant,GF02,107762400,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2001,CAD,7500000,Grant,GF02,4746375,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2001,CAD,22500000,Grant,GF02,14670000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2001,CAD,1567500,Grant,GF02,1022010,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,APR-JUN,2001,IEP,899000,Grant,GF02,968214.01,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,APR-JUN,2001,USD,1325250,Grant,GF02,1325250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,APR-JUN,2001,IEP,91000,Grant,GF02,98006.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,APR-JUN,2001,XDR,1000000,Grant,GF02,1247610,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,JUL-SEP,2001,BEF,312072500,Grant,GF02,66252.99,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Argentina,AR,Cash,JUL-SEP,2001,USD,500000,Grant,GF01,500000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Note,JUL-SEP,2001,EUR,32875630.57,Grant,GF02,30405026.93,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,OCT-DEC,2001,EUR,49748700.04,Grant,GF02,44602197.02,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2001,CHF,16095000,Grant,GF02,9615796.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,OCT-DEC,2001,GBP,21312500,Grant,GF02,30604750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,OCT-DEC,2001,USD,1258810,Grant,GF02,1258810,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,OCT-DEC,2001,EUR,1225496.55,Grant,GF02,1081684.53,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2001,EUR,4199399.72,Grant,GF02,3686653.01,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,OCT-DEC,2001,JPY,12188582500,Grant,GF02,988494.04,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2001,AUD,10817500,Grant,GF02,5599678.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,China,CN,Cash,OCT-DEC,2001,USD,1539502.02,Grant,GF02,1539502.02,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,OCT-DEC,2001,EUR,1123771.09,Grant,GF02,1000043.89,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2001,NOK,57080000,Grant,GF02,6392389.2,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,2001,XDR,1000000,Grant,GF02,1265940,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Note,OCT-DEC,2001,DKK,48290000,Grant,GF02,5783210.4,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Cote d'Ivoire,CI,Note,OCT-DEC,2001,XDR,1000000,Grant,GF02,1266250,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,OCT-DEC,2001,EUR,1241750,Grant,GF02,1105033.33,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Nigeria,NG,Cash,OCT-DEC,2001,USD,1288360,Grant,GF02,1288360,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Nigeria,NG,Cash,OCT-DEC,2001,USD,1266711.08,Grant,GF02,1266711.08,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Nigeria,NG,Cash,OCT-DEC,2001,USD,1266711.09,Grant,GF02,1266711.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Nigeria,NG,Cash,OCT-DEC,2001,USD,1266711.09,Grant,GF02,1266711.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,OCT-DEC,2001,XDR,3315625,Grant,GF02,4185943.41,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,OCT-DEC,2001,XDR,3315625,Grant,GF02,4185943.41,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,OCT-DEC,2001,XDR,3315625,Grant,GF02,4185943.41,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,OCT-DEC,2001,XDR,3315625,Grant,GF02,4185943.41,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,2001,NZD,2077500,Grant,GF02,867044.63,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,2001,KRW,3003670000,Grant,GF02,23428.63,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,OCT-DEC,2001,KRW,40000000,Grant,GF02,312,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Note,JAN-MAR,2002,EUR,32875630.56,Grant,GF02,28978224.56,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Italy,IT,Note,JAN-MAR,2002,EUR,18075991.47,Grant,GF02,15700806.19,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,2002,USD,1662030.38,Grant,GF02,1662030.38,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2002,CAD,29128500,Grant,GF02,18285415.88,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2002,CAD,697000,Grant,GF02,437541.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2002,CAD,697000,Grant,GF02,437541.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,2002,USD,96437600,Grant,GF02,96437600,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,2002,USD,4062400,Grant,GF02,4062400,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,JUL-SEP,2002,USD,1174575,Grant,GF02,1174575,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,JUL-SEP,2002,EUR,7736071.49,Grant,GF02,7659871.19,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Brazil,BR,Note,OCT-DEC,2002,XDR,4000000,Grant,GF01,5290760,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,JAN-MAR,2003,USD,952403,Grant,GF03,952403,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Czech Republic,CZ,Cash,JAN-MAR,2003,USD,1324810,Grant,GF03,1324810,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,JAN-MAR,2003,USD,1109000,Grant,GF03,1109000,Environment/Climate Change
